product_name,price,item_type,description,misc_notes,in_stock,supplier
Exoracing 10mx5cm Silver Reflective Heat Shield Tape Adhesive High Temperature,£21.99,,"SKU:     
        EX-SIRF-1    





Our heat reflective shield barriers are a state-of-the-art polymer laminated glass cloth that is extremely light weight and capable of handling continual operating temperatures of 850 degrees F. They are often used in motorsport applications such as drifting or drag racing to dramatically lower intake air temperatures which is always a good thing for performance!
The reflective heat sheet offers considerable weight savings over similar types of materials yet still reflects 80 percent of radiant heat. Requiring minimal clearance, our reflective heat tapes are a highly conformable material that has a pressure sensitive adhesive backing that is easy to apply and remove.
Popular uses include engine covers, seat bottoms, bulk heads, and fuel cells, the possibilities are endless. Installation of our heat reflective tapes are simple and easy. just cut to the required size, peel off the backing, and apply using a slight amount of pressure to stick to the surface. Make sure to thoroughly clean the surface before application for the best results. We currently offer these in easy-to-use rolls or sheets, and stock gold or silver heat tape to match your purpose.","Product Features:

Colour: Silver
Type: Heat Reflective tape
Length: 10m
Width: 5cm
Maximum continuous Temperature: 850°F/450°C
Maximum intermittent Temperature: 2000°F/1100°C
Installation: Self Adhesive
Rated at 850°F/450°C continuous, but can handle intermittent spikes of 2000°F/1100°C",In Stock,TorqueGT
Soft99 - Fabric Kit,£43.99,,"SKU:     
        S99-FK","Description:
The kit is composed of 5 products for cleaning, maintenance and protection of fabric upholstery and other interior elements.
The kit comprises of 5 products:
1. Microfiber Cloth - Super Water Absorbant Regular Size2. Fukupika Dashboard Cleaning Cloth  wipes for dashboard cleaning and maintenance 7 pcs3. New Fabric Seat Cleaner  fabric upholstery cleaner 400ml4. Cloth Barrier Fabric Seat Coat  water-repellent fabric coating 170ml5. Washmist  interior multi cleaner 250ml",In Stock,TorqueGT
HEL Braided Brake Lines - Toyota GT86 2.0 Sport Pack Brembo 2012-,£108.00,,"SKU:     
        TOY-4-142    


                TOY-4-142-White            

                TOY-4-142-Black            

                TOY-4-142-Red            

                TOY-4-142-Orange            

                TOY-4-142-Yellow            

                TOY-4-142-Transparent-Blue            

                TOY-4-142-Transparent-Red            

                TOY-4-142-Transparent-Purple            

                TOY-4-142-Carbon-Look            

                TOY-4-142-Pink            

                TOY-4-142-Blue            

                TOY-4-142-Green            






The importance of high performance braking products cannot be understated. If you value performance, then quality braking products should be at the top of your list when upgrading your vehicle. HEL lines are trusted by a number of national and international race teams, combining innovative product design with reasonable pricing.
Each HEL performance brake line kit is manufactured in-house from the finest quality steel fittings swaged directly to hard drawn tensile stainless steel braided hoses. By replacing your standard rubber hoses with HEL performance stainless steel hoses, you will eliminate the spongy feeling often found under extreme braking conditions.","Product features:  Like for like replacements for the standard flexible brake hoses Includes all necessary hardware for installation Sold as a set of hoses for each vehicle PTFE inner material, stainless steel sheath and protective PVC cover",Not In Stock,TorqueGT
"Enkei Centre Cap - NT03RR, GTC01RR, RS05RR",£35.00,,"SKU:     
        CAA51C-ORA40C",,In Stock,TorqueGT
"Exoracing V-Band Clamp With Flanges 2.75"" 70mm Stainless Steel",£27.49,,"SKU:     
        EX-VBAN-2.75","Product Features:

Manufactured from 304 grade Stainless Steel
Includes a male and female V-band flange
Reduces the risk of broken exhaust bolts
No need for a gasket
Quick and simple to install/remove
Provides a leak free seal
Perfect for intercoolers, exhausts, intakes, and turbochargers",Not In Stock,TorqueGT
AEM X-Series Boost Pressure Gauge 35PSI / 2.5BAR,£201.35,,"SKU:     
        30-0306","Features:

Excellent accuracy and speed
Easy to read sweeping LED needle
52mm housing
User selectable warnings
Comes with black bezel and reversible black PSI/BAR boost pressure faceplate",In Stock,TorqueGT
Motul 300V Competition Engine Oil - 10W-40 2L,£49.99,,"SKU:     
        MOTUL-110821    





Motul have developed a range of fully synthetic engine oil specifically tailored for racing and sports cars, providing maximum protection against wear, oil pressure drops and oxidation.
Using ESTER Core® technology coupled with an innovative additive package, this allows maximum power output of the engine without compromising reliability and wear.","Product Features:

10W-40
2 litres
Maintains stable oil pressure
Reduced engin wear
Reduced oil consumption",Not In Stock,TorqueGT
Whiteline Front ARB 22mm Adjustable - BRZ / GT86,£240.90,,"SKU:     
        BSF45XZ","Features Include:

22mm heavy duty roll bar
2 point adjustable
Direct replacement for factory item",Not In Stock,TorqueGT
Fuchs Titan GT1 Flex 3 5W40 Fully Synthetic Oil - 1 Litre,"£9.85, £12.00",,"SKU:     
        F602012517","Features Include:

Flexible application for diesel and gasoline vehicles of various manufacturers
Especially suitable for high-performance engines
Improved aging stability through XTL, proven in standardized engine tests
Low oil consumption through XTL technology
Excellent wear protection

Specification:

ACEA C3
API SN",In Stock,TorqueGT
Millers CFS Nanodrive 5W40 Fully Synthetic Oil - 5L,"£46.99, £55.00",,"SKU:     
        7953-5L","Manufactured to far exceed the requirements of API SL/CF and ACEA A3/B4
Ideal for fast road or track day use, especially in engines where a 5w30 is normally specified
Suitable for operating at 125c with peak temperatures up to 150c",In Stock,TorqueGT
Torque GT Gift Voucher,£10.00,,"SKU:     
        TGT-GIFT    


                TGT-GIFT-10            

                TGT-GIFT-100            

                TGT-GIFT-250            

                TGT-GIFT-500",,In Stock,TorqueGT
BC Racing BR Series Coilovers - GT86 ZN6,"£1,049.00",,"SKU:     
        BC-C-89-BR    


                BC-0006128            






BC Racing are one of the largest suppliers of aftermarket coilovers, catering for a huge range of makes and models, in many cases with multiple kits for each vehicle to suit a range of uses and budgets. 
BR Series is BC's entry level coilover, utilising a large 46mm diameter piston in a 53mm diameter damper body for maximum oil capacity. By using combining this increased capacity with high quality oils within their coilovers, temperature fluctuations which can affect viscosity are reduced meaning significantly improved damper performance.
Each set of BR coilovers is ride height and 30-way damping adjustable, allowing for extensive tweaking of your vehicles handling characteristics. If its possible to do so, each set of BR series coilovers also include camber adjustable aluminium pillowball top mounts.
There are a variety of types of BR coilovers, depending on the top mount setup.

RS Series - The RS series coilover kits are supplied with aluminium front top mounts with rubber centres and aluminium rear top mounts with rubber centres or no rear top mounts","Product Features:

Pillowball upper mount (where possible)
Camber adjustable top mounts (where possible)
Aluminium top plates
30 way adjustable damping
Adjustable spring platform
Height adjustment via bottom mount to retain full damper travel
Bearing mounted upper front spring platform
Dust boot to protect damper seals

Coilover Series:

RS Series - The RS series coilover kits are supplied with aluminium front top mounts with rubber centres and aluminium rear top mounts with rubber centres or no rear top mounts",Not In Stock,TorqueGT
